Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,Accession,Barcode 1,Barcode 2,RBP
EIF4G2_K562_ENCSR307YIW,EIF4G2_K562_ENCSR307YIW,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF013DLR.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF566LOT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF537IFC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF683WKJ.fastq.gz,ENCSR307YIW,A01,B06,EIF4G2
FTO_K562_ENCSR989SMC,FTO_K562_ENCSR989SMC,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF679NRW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF757EAS.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF836JKJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF185EIE.fastq.gz,ENCSR989SMC,A01,B06,FTO
IGF2BP2_K562_ENCSR062NNB,IGF2BP2_K562_ENCSR062NNB,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF939IUP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF610LIH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF643OXD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF418NBV.fastq.gz,ENCSR062NNB,A01,B06,IGF2BP2
ILF3_K562_ENCSR438KWZ,ILF3_K562_ENCSR438KWZ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF495ZOZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF535YZW.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF585YOO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF526EKC.fastq.gz,ENCSR438KWZ,A01,B06,ILF3
KHSRP_K562_ENCSR438GZQ,KHSRP_K562_ENCSR438GZQ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF927DLO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF517CRH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF538QCY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF901KIG.fastq.gz,ENCSR438GZQ,A01,B06,KHSRP
SDAD1_K562_ENCSR906ZJF,SDAD1_K562_ENCSR906ZJF,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF863JKQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF953KYZ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF646DAJ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF856AGT.fastq.gz,ENCSR906ZJF,A01,B06,SDAD1
SSB_K562_ENCSR356MSW,SSB_K562_ENCSR356MSW,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF830PVF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF642QNB.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF258RPS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF676BHH.fastq.gz,ENCSR356MSW,A01,B06,SSB
ZNF800_K562_ENCSR586DGV,ZNF800_K562_ENCSR586DGV,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF369AIZ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF034ROO.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A01_B06.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF642EHH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF009EJC.fastq.gz,ENCSR586DGV,A01,B06,ZNF800
AATF_K562_ENCSR819XBT,AATF_K562_ENCSR819XBT,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF934QLS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF440KLK.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF057BVQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF990ZCZ.fastq.gz,ENCSR819XBT,A03,G07,AATF
FAM120A_K562_ENCSR006OEQ,FAM120A_K562_ENCSR006OEQ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF161YHF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF897LLL.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF874PCG.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF820TME.fastq.gz,ENCSR006OEQ,A03,G07,FAM120A
FXR1_K562_ENCSR774RFN,FXR1_K562_ENCSR774RFN,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF608BOA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF742KQJ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF191BRO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF956CKP.fastq.gz,ENCSR774RFN,A03,G07,FXR1
GTF2F1_K562_ENCSR736AAG,GTF2F1_K562_ENCSR736AAG,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF317QOW.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF057SJT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF372THP.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF634ATL.fastq.gz,ENCSR736AAG,A03,G07,GTF2F1
HNRNPL_K562_ENCSR795CAI,HNRNPL_K562_ENCSR795CAI,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF796BVT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF862OAB.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF868IOA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF549QWD.fastq.gz,ENCSR795CAI,A03,G07,HNRNPL
LIN28B_K562_ENCSR970NKP,LIN28B_K562_ENCSR970NKP,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF064SDM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF870VFV.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF961JRQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF557FKM.fastq.gz,ENCSR970NKP,A03,G07,LIN28B
NONO_K562_ENCSR861PAR,NONO_K562_ENCSR861PAR,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF399ONM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF608XVX.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF724ERL.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF008LDP.fastq.gz,ENCSR861PAR,A03,G07,NONO
PRPF8_K562_ENCSR534YOI,PRPF8_K562_ENCSR534YOI,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF486ZOM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF939HBM.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF792GSE.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF343JQN.fastq.gz,ENCSR534YOI,A03,G07,PRPF8
RBFOX2_K562_ENCSR756CKJ,RBFOX2_K562_ENCSR756CKJ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF495WQA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF492QZU.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF163QEA.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF942TPA.fastq.gz,ENCSR756CKJ,A03,G07,RBFOX2
RBM15_K562_ENCSR196INN,RBM15_K562_ENCSR196INN,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF584YFH.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF933ORH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF688FME.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF418DFE.fastq.gz,ENCSR196INN,A03,G07,RBM15
SBDS_K562_ENCSR059CWF,SBDS_K562_ENCSR059CWF,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF397TYS.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF270EUA.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF114WDK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF385QVY.fastq.gz,ENCSR059CWF,A03,G07,SBDS
TAF15_K562_ENCSR568DZW,TAF15_K562_ENCSR568DZW,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF868SVO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF895IJH.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF646IFT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF915ATC.fastq.gz,ENCSR568DZW,A03,G07,TAF15
TBRG4_K562_ENCSR506OTC,TBRG4_K562_ENCSR506OTC,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF986GFV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF491PHA.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF894RPF.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF345TKW.fastq.gz,ENCSR506OTC,A03,G07,TBRG4
TROVE2_K562_ENCSR539ZTS,TROVE2_K562_ENCSR539ZTS,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF228JKT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF015EIO.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF815JMM.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF053TCK.fastq.gz,ENCSR539ZTS,A03,G07,TROVE2
YWHAG_K562_ENCSR867ZVK,YWHAG_K562_ENCSR867ZVK,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF661RIY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF101JTN.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF010GZO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF803FES.fastq.gz,ENCSR867ZVK,A03,G07,YWHAG
ZNF622_K562_ENCSR657TZZ,ZNF622_K562_ENCSR657TZZ,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF626LUV.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF795SBP.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A03_G07.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF529AAI.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF005MIK.fastq.gz,ENCSR657TZZ,A03,G07,ZNF622
AARS_K562_ENCSR825SVO,AARS_K562_ENCSR825SVO,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF159ZFD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF595YFZ.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF505WTD.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF249ULX.fastq.gz,ENCSR825SVO,A04,F05,AARS
ABCF1_K562_ENCSR089BXO,ABCF1_K562_ENCSR089BXO,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF022GWO.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF039OUK.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF241MTQ.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF781LAN.fastq.gz,ENCSR089BXO,A04,F05,ABCF1
AGGF1_K562_ENCSR725ARB,AGGF1_K562_ENCSR725ARB,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF725ITK.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF934XSG.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF290RMT.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF914VHS.fastq.gz,ENCSR725ARB,A04,F05,AGGF1
AKAP1_K562_ENCSR177QQY,AKAP1_K562_ENCSR177QQY,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF208EFX.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF317MHT.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF413SVN.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF187YLY.fastq.gz,ENCSR177QQY,A04,F05,AKAP1
AQR_K562_ENCSR606BPV,AQR_K562_ENCSR606BPV,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF671DQC.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF759FOS.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF761MCX.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF300ZIN.fastq.gz,ENCSR606BPV,A04,F05,AQR
CPEB4_K562_ENCSR046JHH,CPEB4_K562_ENCSR046JHH,K562,1,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/RiL19.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF732JDY.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/sm_input/ENCFF296WZS.fastq.gz,2,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/fwd_encode3.fasta,/tscc/projects/ps-yeolab3/eboyle/encode/pipeline/adapters/A04_F05.fasta,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF764VBB.fastq.gz,/tscc/projects/ps-yeolab4/seqdata/eclip_fastq/clip/ENCFF854FIH.fastq.gz,ENCSR046JHH,A04,F05,CPEB4
